---
TYPE: stable_matching
MEN: m1, m2, m3, m4, m5, m6, m7, m8, m9, m10, m11, m12, m13, m14, m15, m16, m17, m18, m19, m20, m21, m22, m23, m24, m25, m26, m27, m28, m29, m30, m31, m32, m33, m34, m35, m36, m37, m38, m39, m40, m41, m42, m43, m44, m45, m46, m47, m48, m49, m50, m51, m52, m53, m54, m55, m56, m57, m58, m59, m60, m61, m62, m63, m64, m65, m66, m67, m68, m69, m70, m71, m72, m73, m74, m75, m76, m77, m78, m79, m80, m81, m82, m83, m84, m85, m86, m87, m88, m89, m90, m91, m92, m93, m94, m95, m96, m97, m98, m99, m100, m101, m102, m103, m104, m105, m106, m107, m108, m109, m110, m111, m112, m113, m114, m115, m116, m117, m118, m119, m120, m121, m122, m123, m124, m125, m126, m127, m128, m129, m130, m131, m132, m133, m134, m135, m136, m137, m138, m139, m140, m141, m142, m143, m144, m145, m146, m147, m148, m149, m150, m151, m152, m153, m154, m155, m156, m157, m158, m159, m160, m161, m162, m163, m164, m165, m166, m167, m168, m169, m170, m171, m172, m173, m174, m175, m176, m177, m178, m179, m180, m181, m182, m183, m184, m185, m186, m187, m188, m189, m190, m191, m192, m193, m194, m195, m196, m197, m198, m199, m200, m201, m202, m203, m204, m205, m206, m207, m208, m209, m210, m211, m212, m213, m214, m215, m216, m217, m218, m219, m220, m221, m222, m223, m224, m225, m226, m227, m228, m229, m230, m231, m232, m233, m234, m235, m236, m237, m238, m239, m240, m241, m242, m243, m244, m245, m246, m247, m248, m249, m250
m206: w160, w182, w145, w175, w209, w96, w80, w13, w200, w224, w212, w174, w69, w180, w238, w247, w86, w237, w11, w154, w140, w102, w92, w194, w178, w181, w128, w150, w188, w226, w108, w61, w197, w67, w193, w141, w207, w124, w196, w87, w47, w48, w177, w9, w77, w38, w168, w173, w84, w147, w176, w23, w37, w22, w20, w2, w44, w121, w192, w155, w136, w95, w138, w146, w159, w83, w104, w46, w105, w205, w36, w243, w210, w45, w35, w232, w153, w218, w130, w126, w28, w132, w4, w143, w137, w144, w21, w228, w56, w50, w158, w250, w190, w215, w30, w164, w244, w222, w129, w151, w91, w49, w18, w103, w76, w191, w245, w54, w60, w99, w34, w246, w26, w110, w171, w239, w8, w15, w198, w172, w16, w27, w163, w219, w5, w72, w166, w85, w233, w116, w186, w100, w19, w223, w199, w230, w79, w40, w208, w98, w117, w39, w107, w189, w32, w106, w71, w240, w33, w122, w90, w184, w17, w70, w41, w29, w119, w88, w204, w75, w109, w1, w169, w139, w94, w111, w118, w231, w114, w162, w202, w6, w131, w120, w225, w43, w3, w66, w74, w229, w62, w12, w89, w249, w156, w170, w31, w68, w64, w242, w125, w63, w167, w24, w211, w65, w58, w78, w234, w161, w241, w149, w112, w25, w214, w134, w51, w52, w227, w142, w135, w7, w221, w42, w73, w206, w236, w148, w115, w217, w220, w216, w213, w157, w101, w235, w165, w133, w82, w81, w248, w53, w201, w14, w55, w59, w97, w203, w195, w113, w127, w10, w152, w187, w57, w185, w183, w93, w179, w123
m207: w22, w17, w2, w167, w137, w181, w156, w147, w88, w138, w110, w76, w91, w136, w24, w143, w65, w243, w157, w121, w199, w86, w139, w18, w152, w6, w124, w233, w111, w221, w196, w23, w98, w39, w103, w246, w177, w1, w64, w163, w61, w9, w55, w40, w180, w105, w165, w209, w176, w222, w146, w66, w125, w145, w198, w217, w28, w62, w247, w41, w31, w107, w48, w154, w21, w235, w92, w117, w190, w72, w148, w85, w50, w174, w192, w153, w70, w3, w189, w224, w159, w94, w161, w59, w49, w33, w81, w216, w93, w42, w228, w168, w123, w4, w187, w116, w170, w120, w193, w211, w90, w101, w164, w45, w34, w7, w25, w63, w250, w230, w127, w128, w225, w166, w234, w97, w207, w244, w89, w204, w32, w44, w82, w182, w162, w27, w13, w75, w60, w87, w220, w150, w173, w26, w151, w30, w238, w104, w185, w203, w106, w8, w195, w205, w213, w80, w248, w51, w179, w242, w99, w131, w160, w129, w16, w11, w47, w108, w241, w14, w29, w96, w158, w232, w208, w68, w95, w83, w226, w155, w46, w78, w141, w188, w240, w229, w119, w200, w169, w112, w102, w37, w206, w197, w142, w191, w140, w202, w218, w36, w149, w19, w184, w15, w231, w113, w57, w183, w239, w58, w100, w126, w74, w115, w56, w134, w194, w178, w135, w52, w175, w122, w5, w109, w172, w12, w219, w54, w212, w118, w114, w171, w236, w215, w53, w43, w186, w227, w237, w223, w201, w73, w132, w69, w10, w245, w20, w130, w38, w71, w79, w249, w214, w210, w84, w77, w144, w133, w35, w67
m208: w9, w209, w187, w42, w240, w176, w133, w80, w163, w221, w243, w116, w95, w54, w159, w115, w124, w246, w222, w44, w118, w152, w8, w38, w62, w107, w171, w30, w47, w101, w153, w100, w21, w63, w186, w28, w204, w126, w16, w103, w32, w114, w64, w180, w35, w135, w83, w208, w154, w77, w121, w228, w78, w7, w52, w1, w51, w6, w182, w104, w43, w26, w112, w117, w53, w173, w3, w49, w207, w193, w11, w162, w58, w155, w148, w179, w143, w185, w239, w194, w128, w84, w234, w127, w198, w60, w238, w236, w10, w87, w31, w202, w212, w48, w40, w139, w102, w2, w213, w69, w111, w149, w29, w141, w94, w129, w136, w166, w244, w76, w97, w229, w125, w156, w211, w160, w183, w46, w55, w13, w70, w226, w86, w61, w75, w33, w218, w36, w250, w249, w15, w245, w184, w167, w223, w161, w219, w195, w188, w41, w88, w205, w91, w50, w150, w72, w191, w158, w242, w142, w4, w37, w164, w5, w82, w151, w230, w93, w170, w181, w178, w92, w172, w24, w110, w138, w19, w165, w17, w14, w98, w247, w215, w65, w27, w217, w96, w113, w189, w12, w140, w147, w109, w105, w248, w25, w192, w59, w34, w123, w106, w137, w177, w146, w145, w231, w201, w225, w131, w66, w233, w144, w134, w74, w197, w45, w196, w18, w227, w241, w108, w210, w23, w169, w122, w39, w174, w224, w56, w168, w199, w130, w20, w81, w232, w237, w99, w220, w214, w90, w89, w216, w175, w203, w235, w190, w120, w67, w79, w157, w119, w57, w206, w85, w22, w68, w73, w132, w71, w200
m209: w86, w192, w48, w59, w186, w76, w172, w38, w230, w47, w202, w214, w199, w222, w25, w201, w1, w144, w78, w170, w9, w130, w71, w207, w56, w75, w138, w158, w106, w49, w163, w135, w173, w231, w181, w154, w143, w58, w79, w132, w166, w61, w51, w137, w37, w237, w72, w107, w10, w96, w54, w3, w121, w235, w200, w147, w187, w125, w216, w103, w148, w94, w89, w232, w84, w112, w150, w4, w67, w102, w57, w2, w15, w110, w223, w217, w69, w146, w21, w209, w11, w28, w206, w36, w141, w113, w197, w190, w182, w193, w175, w44, w63, w97, w242, w188, w108, w7, w124, w139, w218, w24, w99, w70, w194, w16, w156, w41, w212, w92, w26, w85, w227, w228, w60, w53, w210, w46, w234, w153, w176, w22, w178, w8, w34, w136, w174, w167, w203, w13, w171, w155, w149, w27, w140, w117, w204, w151, w229, w19, w50, w64, w5, w109, w142, w247, w244, w243, w30, w249, w241, w184, w116, w248, w127, w161, w189, w62, w191, w73, w164, w183, w250, w40, w195, w131, w101, w185, w169, w82, w87, w239, w220, w6, w55, w126, w179, w100, w213, w162, w66, w119, w35, w159, w123, w118, w12, w20, w33, w88, w205, w215, w238, w133, w68, w83, w81, w233, w42, w129, w160, w211, w198, w18, w104, w115, w32, w145, w226, w98, w95, w111, w43, w120, w23, w152, w224, w246, w74, w105, w245, w128, w168, w14, w122, w236, w134, w165, w45, w180, w225, w114, w91, w31, w65, w240, w208, w157, w17, w221, w93, w80, w90, w196, w39, w219, w29, w77, w52, w177
m210: w192, w171, w6, w65, w82, w64, w29, w120, w155, w28, w1, w92, w109, w240, w189, w98, w209, w205, w30, w222, w10, w88, w212, w48, w121, w18, w135, w76, w17, w96, w59, w47, w70, w22, w60, w154, w50, w5, w190, w161, w84, w106, w163, w27, w43, w8, w175, w198, w107, w112, w224, w26, w87, w244, w110, w236, w149, w54, w249, w137, w177, w143, w164, w61, w239, w140, w167, w162, w219, w12, w169, w242, w131, w218, w204, w207, w181, w73, w81, w217, w146, w104, w129, w118, w141, w243, w133, w227, w57, w208, w15, w231, w159, w9, w126, w216, w166, w148, w138, w122, w160, w80, w221, w136, w203, w182, w99, w41, w78, w248, w245, w158, w85, w127, w142, w237, w213, w46, w56, w40, w125, w83, w165, w132, w187, w63, w24, w71, w247, w145, w36, w210, w233, w185, w94, w179, w173, w123, w68, w2, w45, w188, w32, w20, w31, w37, w103, w58, w51, w119, w91, w194, w115, w225, w211, w124, w113, w72, w62, w232, w7, w39, w93, w69, w3, w196, w19, w38, w34, w75, w67, w79, w105, w4, w128, w55, w235, w74, w228, w152, w111, w108, w215, w183, w150, w172, w174, w226, w176, w202, w191, w11, w90, w101, w95, w157, w230, w97, w130, w144, w238, w193, w42, w134, w250, w77, w66, w170, w197, w200, w102, w35, w114, w151, w14, w117, w201, w241, w206, w52, w21, w153, w23, w89, w116, w246, w49, w220, w139, w53, w199, w186, w214, w16, w168, w234, w86, w180, w13, w195, w100, w184, w44, w33, w147, w156, w229, w178, w25, w223
m211: w102, w9, w203, w86, w63, w2, w152, w15, w154, w136, w36, w166, w183, w192, w1, w238, w160, w56, w49, w172, w10, w153, w12, w248, w64, w204, w78, w60, w37, w219, w122, w120, w19, w97, w30, w52, w108, w121, w214, w118, w244, w33, w111, w168, w212, w225, w186, w165, w115, w66, w195, w40, w44, w113, w156, w45, w35, w125, w107, w4, w47, w230, w241, w184, w116, w67, w245, w104, w100, w197, w114, w193, w29, w96, w161, w68, w5, w3, w123, w149, w144, w87, w130, w89, w31, w61, w187, w127, w191, w145, w99, w174, w106, w151, w23, w207, w233, w213, w85, w13, w194, w176, w80, w224, w171, w234, w7, w73, w27, w43, w25, w235, w38, w11, w162, w28, w185, w90, w169, w246, w231, w239, w164, w74, w128, w76, w150, w188, w117, w77, w209, w94, w205, w59, w179, w202, w83, w119, w182, w167, w243, w58, w93, w180, w24, w198, w211, w103, w81, w54, w95, w200, w132, w92, w22, w69, w41, w21, w57, w39, w71, w143, w178, w208, w98, w226, w8, w215, w91, w227, w105, w190, w141, w110, w236, w173, w222, w42, w46, w163, w155, w148, w247, w124, w177, w158, w216, w88, w142, w240, w70, w196, w6, w206, w210, w181, w220, w32, w228, w159, w112, w189, w55, w131, w65, w79, w175, w139, w134, w133, w223, w62, w170, w84, w135, w201, w75, w129, w138, w48, w237, w229, w53, w232, w147, w140, w101, w17, w137, w16, w51, w82, w146, w217, w199, w126, w72, w50, w109, w26, w249, w242, w20, w157, w218, w250, w34, w18, w221, w14
m212: w199, w228, w41, w114, w244, w62, w204, w173, w206, w217, w156, w222, w211, w184, w73, w24, w84, w49, w56, w158, w15, w168, w52, w26, w102, w161, w99, w71, w43, w240, w67, w227, w236, w109, w74, w195, w234, w241, w213, w77, w201, w233, w28, w31, w159, w90, w68, w238, w91, w27, w146, w208, w81, w124, w142, w162, w105, w131, w249, w95, w36, w202, w200, w12, w196, w66, w175, w110, w116, w122, w86, w214, w215, w129, w165, w111, w152, w5, w54, w139, w38, w248, w212, w190, w48, w224, w47, w75, w10, w79, w134, w203, w57, w35, w92, w235, w180, w132, w237, w250, w140, w22, w193, w182, w94, w181, w189, w160, w137, w239, w153, w170, w85, w42, w143, w3, w58, w82, w80, w121, w11, w8, w126, w144, w103, w19, w113, w65, w197, w179, w32, w163, w218, w188, w198, w127, w187, w225, w70, w40, w219, w185, w33, w123, w89, w83, w76, w186, w133, w55, w209, w4, w232, w112, w1, w207, w147, w242, w191, w216, w44, w34, w157, w97, w39, w171, w151, w120, w128, w166, w167, w53, w69, w13, w25, w119, w205, w61, w230, w148, w23, w149, w64, w21, w145, w63, w37, w51, w93, w6, w108, w229, w220, w107, w231, w50, w247, w194, w98, w59, w118, w136, w176, w18, w150, w192, w117, w138, w115, w7, w101, w46, w60, w174, w183, w223, w178, w130, w169, w172, w88, w87, w155, w2, w9, w154, w141, w20, w16, w30, w125, w164, w78, w72, w135, w246, w177, w245, w45, w210, w100, w29, w106, w17, w104, w243, w96, w14, w221, w226
m213: w190, w206, w4, w18, w19, w214, w240, w154, w106, w170, w179, w66, w99, w62, w60, w135, w51, w159, w226, w13, w132, w110, w237, w32, w35, w31, w54, w57, w84, w157, w234, w108, w213, w65, w166, w42, w64, w40, w9, w115, w127, w113, w224, w139, w11, w217, w230, w178, w144, w148, w75, w30, w202, w145, w195, w24, w130, w182, w192, w48, w41, w82, w196, w38, w103, w222, w122, w71, w101, w100, w90, w220, w88, w165, w95, w109, w39, w86, w36, w238, w204, w149, w169, w21, w172, w239, w152, w67, w2, w168, w124, w76, w141, w49, w185, w225, w187, w197, w246, w80, w121, w245, w53, w247, w79, w29, w34, w153, w94, w6, w193, w125, w175, w5, w68, w173, w177, w137, w180, w133, w25, w207, w44, w50, w155, w233, w8, w194, w77, w98, w227, w167, w174, w28, w171, w112, w102, w236, w147, w184, w183, w140, w150, w47, w20, w142, w69, w46, w7, w33, w26, w58, w73, w3, w231, w156, w117, w228, w249, w242, w235, w223, w201, w114, w163, w52, w78, w72, w23, w83, w200, w221, w55, w176, w181, w104, w97, w118, w241, w16, w146, w216, w96, w105, w211, w232, w186, w164, w93, w14, w81, w87, w63, w215, w45, w160, w131, w128, w188, w15, w134, w56, w248, w209, w129, w116, w218, w212, w210, w123, w143, w107, w59, w43, w199, w111, w138, w91, w85, w74, w70, w198, w61, w27, w189, w89, w37, w120, w136, w229, w203, w10, w191, w161, w151, w244, w250, w12, w22, w205, w158, w219, w162, w243, w92, w126, w119, w17, w208, w1
m214: w222, w145, w19, w85, w167, w9, w231, w40, w46, w87, w98, w204, w115, w178, w200, w183, w57, w28, w173, w50, w97, w30, w56, w168, w193, w105, w92, w162, w72, w199, w102, w196, w194, w159, w113, w142, w68, w110, w70, w61, w230, w176, w83, w118, w133, w134, w32, w207, w16, w164, w24, w214, w205, w119, w146, w234, w211, w3, w218, w43, w84, w237, w137, w228, w91, w5, w163, w177, w152, w18, w2, w45, w88, w22, w179, w140, w219, w29, w55, w206, w124, w31, w153, w17, w86, w64, w48, w217, w71, w138, w139, w123, w182, w243, w151, w7, w136, w188, w79, w232, w15, w38, w147, w94, w190, w8, w229, w65, w67, w63, w39, w161, w245, w100, w129, w212, w14, w121, w169, w13, w51, w47, w248, w60, w80, w26, w103, w116, w33, w1, w93, w111, w109, w246, w250, w170, w209, w240, w198, w149, w224, w227, w197, w157, w143, w41, w132, w223, w120, w225, w215, w135, w249, w181, w180, w42, w99, w37, w77, w189, w154, w10, w203, w25, w184, w122, w81, w235, w150, w130, w220, w242, w62, w59, w144, w141, w172, w186, w128, w20, w74, w192, w101, w213, w6, w108, w156, w155, w49, w216, w201, w52, w117, w76, w69, w58, w73, w106, w236, w4, w210, w82, w96, w78, w75, w34, w238, w66, w104, w112, w12, w160, w241, w27, w158, w195, w221, w247, w11, w208, w127, w54, w36, w44, w174, w202, w187, w107, w244, w171, w90, w21, w165, w114, w53, w226, w148, w23, w89, w125, w131, w35, w191, w175, w166, w239, w95, w126, w185, w233
m215: w183, w152, w78, w32, w151, w158, w106, w145, w111, w50, w45, w190, w164, w181, w133, w65, w43, w61, w95, w86, w210, w29, w14, w74, w229, w144, w217, w245, w3, w143, w216, w11, w182, w20, w2, w120, w196, w73, w12, w146, w99, w141, w93, w83, w27, w150, w165, w66, w127, w76, w40, w185, w36, w132, w247, w155, w87, w207, w100, w46, w31, w178, w179, w162, w192, w202, w98, w79, w44, w34, w240, w104, w80, w124, w107, w113, w117, w186, w238, w220, w205, w193, w88, w48, w23, w25, w157, w211, w5, w19, w248, w13, w156, w231, w232, w224, w130, w6, w187, w51, w138, w77, w225, w38, w235, w140, w234, w126, w22, w112, w30, w168, w171, w91, w249, w10, w166, w70, w9, w92, w175, w84, w184, w35, w246, w58, w54, w139, w68, w243, w198, w191, w197, w189, w7, w204, w122, w227, w213, w16, w97, w63, w201, w161, w101, w64, w102, w89, w200, w18, w49, w110, w177, w236, w123, w195, w228, w194, w118, w69, w135, w72, w206, w147, w4, w21, w56, w226, w57, w149, w81, w142, w85, w172, w233, w116, w90, w159, w237, w163, w1, w114, w180, w94, w169, w105, w218, w221, w8, w134, w28, w121, w53, w223, w199, w33, w75, w222, w47, w115, w41, w17, w242, w154, w137, w96, w188, w170, w67, w119, w136, w82, w103, w241, w250, w176, w39, w153, w208, w214, w15, w52, w160, w219, w55, w37, w42, w148, w209, w212, w62, w26, w125, w244, w230, w239, w173, w203, w131, w109, w59, w128, w108, w60, w167, w215, w24, w129, w174, w71
m216: w144, w80, w199, w210, w29, w220, w26, w92, w212, w176, w137, w134, w129, w34, w206, w99, w102, w19, w14, w125, w6, w63, w246, w52, w135, w40, w81, w184, w65, w170, w204, w187, w248, w64, w241, w194, w214, w197, w171, w23, w11, w74, w75, w139, w3, w152, w201, w73, w103, w182, w59, w229, w153, w94, w245, w232, w240, w18, w192, w190, w62, w66, w69, w216, w250, w91, w17, w224, w116, w126, w10, w162, w43, w226, w119, w222, w76, w185, w133, w227, w174, w169, w48, w47, w154, w166, w211, w223, w22, w115, w167, w87, w140, w215, w16, w177, w172, w147, w219, w85, w193, w101, w35, w13, w198, w121, w110, w2, w209, w165, w30, w235, w195, w79, w200, w104, w53, w32, w25, w156, w117, w71, w93, w243, w58, w46, w118, w143, w49, w124, w28, w78, w105, w237, w131, w111, w173, w158, w238, w191, w97, w130, w108, w45, w100, w202, w150, w183, w141, w203, w8, w57, w196, w24, w145, w114, w180, w217, w159, w15, w112, w55, w178, w51, w12, w113, w72, w186, w236, w109, w189, w50, w31, w175, w20, w136, w123, w234, w42, w68, w37, w231, w157, w155, w7, w179, w208, w36, w83, w4, w164, w21, w132, w149, w33, w228, w56, w230, w249, w106, w5, w88, w247, w120, w138, w218, w244, w239, w207, w146, w107, w86, w67, w84, w60, w38, w61, w168, w96, w205, w142, w221, w54, w41, w98, w151, w1, w77, w188, w127, w89, w225, w160, w148, w82, w44, w27, w181, w39, w128, w95, w122, w242, w90, w163, w9, w161, w70, w213, w233
m217: w67, w127, w46, w211, w233, w245, w237, w77, w122, w49, w159, w223, w195, w24, w187, w111, w238, w205, w172, w79, w129, w9, w87, w134, w182, w3, w242, w137, w130, w218, w226, w128, w50, w31, w68, w16, w35, w113, w200, w204, w38, w20, w161, w221, w170, w150, w29, w148, w140, w197, w152, w30, w160, w37, w138, w143, w98, w154, w136, w101, w69, w189, w91, w1, w65, w51, w94, w149, w57, w84, w241, w167, w43, w135, w86, w41, w119, w59, w17, w110, w236, w132, w194, w27, w203, w93, w168, w207, w90, w54, w60, w227, w53, w82, w232, w193, w22, w190, w198, w230, w243, w6, w202, w247, w206, w123, w166, w153, w117, w146, w19, w92, w73, w163, w114, w219, w180, w105, w231, w104, w72, w100, w26, w188, w229, w246, w33, w209, w34, w158, w217, w21, w58, w185, w56, w28, w2, w70, w184, w171, w165, w228, w191, w133, w248, w178, w156, w179, w63, w240, w176, w125, w213, w151, w222, w61, w145, w183, w155, w244, w126, w62, w52, w74, w78, w235, w10, w14, w7, w83, w115, w40, w81, w99, w32, w212, w142, w11, w47, w48, w106, w97, w75, w88, w214, w186, w12, w174, w25, w103, w169, w36, w85, w199, w215, w45, w71, w118, w216, w23, w8, w177, w15, w102, w55, w42, w76, w224, w89, w120, w116, w208, w234, w164, w18, w44, w64, w39, w66, w107, w108, w5, w173, w196, w109, w249, w239, w250, w4, w124, w147, w181, w131, w192, w201, w141, w121, w13, w210, w162, w139, w157, w80, w96, w225, w144, w175, w220, w95, w112
m218: w118, w149, w148, w174, w162, w173, w219, w147, w217, w145, w75, w93, w164, w28, w11, w65, w201, w180, w85, w136, w211, w37, w51, w76, w95, w53, w35, w9, w182, w172, w218, w107, w144, w54, w167, w41, w159, w7, w238, w23, w97, w19, w103, w141, w89, w27, w189, w73, w62, w225, w105, w13, w59, w168, w194, w120, w203, w90, w142, w183, w84, w52, w197, w20, w31, w86, w115, w61, w113, w124, w226, w80, w14, w246, w122, w21, w129, w177, w1, w63, w134, w133, w146, w74, w178, w92, w44, w207, w5, w22, w135, w138, w191, w112, w154, w82, w230, w188, w171, w236, w193, w111, w69, w190, w71, w176, w116, w101, w131, w29, w240, w221, w46, w55, w166, w235, w137, w91, w38, w78, w70, w204, w39, w17, w102, w57, w222, w249, w33, w198, w117, w106, w210, w186, w127, w156, w88, w224, w181, w45, w196, w42, w158, w81, w40, w60, w100, w220, w50, w248, w157, w140, w126, w121, w43, w58, w119, w24, w175, w2, w213, w227, w155, w233, w187, w98, w245, w184, w151, w130, w150, w199, w26, w163, w205, w232, w30, w231, w48, w10, w179, w209, w56, w114, w242, w228, w66, w15, w200, w169, w104, w110, w123, w99, w153, w161, w237, w128, w152, w132, w241, w3, w214, w229, w192, w223, w32, w195, w208, w47, w202, w12, w108, w16, w25, w212, w243, w160, w67, w109, w68, w49, w96, w250, w215, w143, w77, w72, w139, w125, w18, w165, w216, w185, w247, w234, w6, w34, w170, w87, w244, w79, w36, w94, w206, w4, w64, w239, w8, w83
m219: w202, w100, w120, w131, w121, w189, w194, w155, w212, w83, w33, w165, w90, w37, w192, w223, w176, w183, w67, w211, w54, w81, w243, w180, w61, w224, w32, w69, w130, w93, w47, w136, w95, w126, w171, w157, w152, w156, w184, w43, w250, w226, w216, w9, w91, w22, w89, w185, w196, w153, w222, w26, w36, w10, w29, w84, w80, w85, w229, w232, w129, w8, w114, w7, w21, w228, w241, w115, w210, w219, w110, w44, w60, w20, w118, w73, w42, w99, w55, w74, w58, w82, w218, w150, w63, w207, w164, w34, w167, w108, w59, w220, w161, w179, w144, w46, w97, w113, w51, w56, w12, w193, w195, w163, w138, w38, w238, w57, w30, w234, w101, w203, w31, w28, w227, w188, w208, w75, w17, w199, w135, w240, w231, w206, w23, w177, w245, w139, w15, w105, w49, w40, w39, w134, w151, w107, w244, w172, w154, w230, w72, w68, w66, w64, w4, w217, w162, w88, w3, w14, w78, w6, w147, w128, w236, w124, w123, w52, w175, w246, w190, w1, w249, w53, w237, w27, w169, w137, w50, w213, w106, w215, w198, w18, w191, w76, w204, w112, w141, w2, w233, w11, w65, w132, w145, w24, w148, w140, w239, w127, w71, w70, w205, w5, w247, w117, w133, w102, w16, w142, w19, w146, w87, w182, w197, w187, w25, w62, w86, w160, w79, w48, w214, w181, w209, w159, w173, w166, w149, w41, w221, w96, w174, w201, w143, w77, w158, w111, w170, w94, w35, w168, w125, w200, w92, w116, w45, w98, w248, w122, w186, w178, w242, w103, w119, w109, w13, w225, w235, w104
m220: w184, w83, w209, w7, w192, w151, w162, w47, w181, w82, w10, w144, w137, w160, w54, w23, w146, w131, w250, w123, w30, w60, w115, w221, w230, w118, w43, w190, w223, w19, w63, w154, w167, w117, w159, w64, w55, w53, w231, w16, w84, w15, w183, w68, w78, w153, w147, w171, w79, w161, w13, w104, w165, w50, w35, w128, w198, w42, w21, w203, w44, w245, w59, w3, w73, w186, w129, w233, w87, w105, w216, w109, w36, w177, w238, w249, w119, w37, w5, w232, w58, w22, w20, w196, w141, w106, w155, w40, w175, w208, w67, w46, w202, w65, w52, w222, w189, w8, w27, w74, w217, w206, w211, w2, w139, w188, w41, w100, w90, w235, w164, w126, w1, w194, w236, w158, w247, w214, w39, w199, w195, w229, w241, w124, w218, w197, w210, w244, w207, w107, w24, w130, w56, w113, w219, w134, w61, w201, w6, w200, w17, w12, w92, w169, w178, w156, w127, w138, w122, w132, w166, w149, w71, w110, w77, w248, w31, w95, w14, w101, w33, w180, w89, w148, w172, w102, w145, w133, w62, w143, w135, w91, w157, w26, w32, w116, w205, w193, w98, w94, w11, w191, w51, w4, w34, w213, w97, w25, w111, w81, w239, w240, w163, w96, w121, w152, w237, w29, w49, w226, w69, w136, w76, w9, w212, w227, w204, w80, w185, w187, w220, w125, w225, w57, w18, w48, w142, w224, w75, w72, w45, w174, w103, w170, w173, w66, w88, w179, w28, w182, w140, w246, w112, w108, w242, w234, w120, w150, w176, w168, w93, w243, w99, w228, w114, w215, w38, w70, w85, w86
m221: w56, w192, w2, w46, w38, w95, w209, w152, w60, w85, w181, w50, w207, w219, w221, w190, w154, w208, w162, w235, w201, w75, w204, w227, w37, w176, w128, w67, w59, w197, w151, w10, w81, w178, w79, w117, w239, w52, w145, w200, w249, w92, w168, w8, w182, w194, w174, w179, w19, w30, w188, w27, w246, w149, w236, w112, w71, w96, w216, w62, w122, w138, w167, w126, w166, w20, w64, w107, w238, w103, w139, w233, w164, w161, w101, w91, w121, w70, w148, w214, w105, w241, w23, w180, w4, w17, w78, w11, w171, w57, w158, w44, w41, w63, w223, w248, w210, w26, w215, w224, w231, w202, w220, w225, w217, w115, w199, w172, w226, w58, w88, w205, w250, w159, w111, w68, w206, w109, w65, w54, w106, w183, w25, w5, w155, w140, w7, w89, w186, w196, w191, w156, w125, w28, w66, w173, w153, w198, w1, w84, w132, w163, w18, w39, w100, w147, w118, w211, w34, w146, w245, w90, w22, w94, w31, w157, w83, w169, w61, w43, w185, w184, w36, w21, w228, w113, w93, w230, w175, w213, w229, w49, w40, w80, w77, w87, w234, w119, w104, w141, w150, w136, w32, w195, w203, w218, w53, w143, w177, w130, w170, w114, w24, w13, w193, w222, w189, w33, w69, w123, w74, w14, w133, w237, w72, w137, w47, w165, w124, w242, w45, w29, w76, w116, w212, w55, w12, w110, w6, w127, w120, w3, w243, w160, w102, w131, w15, w240, w9, w134, w99, w144, w247, w86, w187, w98, w82, w42, w16, w142, w135, w244, w108, w51, w48, w97, w232, w35, w73, w129
